Rank,Title,Score,Episodes
1805,Hanbun no Tsuki ga Noboru Sora,7.47,TV
1806,Hibike! Euphonium: Kakedasu Monaka,7.47,Special
1807,Hokuto no Ken Zero: Kenshirou Den,7.47,Movie
1808,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,7.47,OVA
1809,Hoozuki no Reitetsu 2nd Season OVA,7.47,OVA
1810,Isekai Quartet Movie: Another World,7.47,Movie
1811,Itsudatte Bokura no Koi wa 10 cm Datta.,7.47,TV
1812,Lady Jewelpet,7.47,TV
1813,Lady Lady!!,7.47,TV
1814,Magic Knight Rayearth,7.47,TV
1815,Miira no Kaikata,7.47,TV
1816,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.47,TV
1817,Psycho-Pass: Sinners of the System Case.2 - First Guardian,7.47,Movie
1818,Sekaiichi Hatsukoi: Propose-hen,7.47,Movie
1819,Shinryaku!! Ika Musume,7.47,OVA
1820,Shinryaku!? Ika Musume,7.47,TV
1821,Shokugeki no Souma: Ni no Sara OVA,7.47,OVA
1822,Tian Bao Fuyao Lu 2nd Season,7.47,ONA
1823,Wangan Midnight,7.47,TV
1824,Yao Shen Ji 3rd Season,7.47,ONA
1825,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.47,TV
1826,"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",7.46,Special
1827,Suzumiya Haruhi-chan no Yuuutsu,7.46,ONA
1828,Tanoshii Muumin Ikka Bouken Nikki,7.46,TV
1829,Uchuu no Kishi Tekkaman Blade,7.46,TV
1830,Uchuu Senkan Yamato 2,7.46,TV
1831,Vinland Saga Season 2: Drowning in the Shadow,7.46,ONA
1832,Yowamushi Pedal: Spare Bike,7.46,Movie
1833,Yozakura Quartet: Hana no Uta,7.46,TV
1834,Yozakura Quartet: Tsuki ni Naku,7.46,OVA
1835,Acchi Kocchi: Place=Princess,7.46,Special
1836,Aikatsu!,7.46,TV
1837,Amagi Brilliant Park,7.46,TV
1838,Be-Bop Highschool,7.46,OVA
1839,Boku ga Aishita Subete no Kimi e,7.46,Movie
1840,Carnival Phantasm EX Season,7.46,OVA
1841,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,7.46,Movie
1842,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.46,TV
1843,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,7.46,Special
1844,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,7.46,Special
1845,Hetalia: The Beautiful World Specials,7.46,Special
1846,Jashin-chan Dropkick',7.46,TV
1847,Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.46,OVA
1848,Kamikaze Kaitou Jeanne,7.46,TV
1849,Kanojo ga Koushaku-tei ni Itta Riyuu,7.46,TV
1850,Kara no Kyoukai Movie 6: Boukyaku Rokuon,7.46,Movie
1851,Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,7.46,Special
1852,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,7.46,Movie
1853,Mini Dragon Specials,7.46,Special
1854,Mitsume ga Tooru,7.46,TV
1855,Naruto: Shippuuden Movie 5 - Blood Prison,7.46,Movie
1856,Neon Genesis Evangelion: Death & Rebirth,7.46,Movie
1857,Oushitsu Kyoushi Heine,7.46,TV
1858,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,7.46,Special
1859,Pokemon Generations,7.46,ONA
1860,Saki,7.46,TV
1861,Sayonara Zetsubou Sensei Special,7.46,Special
1862,Senki Zesshou Symphogear G,7.46,TV
1863,Shigofumi,7.46,TV
1864,Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,7.46,OVA
1865,Kishuku Gakkou no Juliet,7.45,TV
1866,"Kumo desu ga, Nani ka?",7.45,TV
1867,"Kumo no Mukou, Yakusoku no Basho",7.45,Movie
1868,Motto! Ojamajo Doremi,7.45,TV
1869,"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",7.45,Movie
1870,Orange: Mirai,7.45,Movie
1871,Psycho-Pass 3,7.45,TV
1872,Shakugan no Shana,7.45,TV
1873,Sidonia no Kishi: Ai Tsumugu Hoshi,7.45,Movie
1874,Sora no Otoshimono Forte,7.45,TV
1875,Suisei no Gargantia,7.45,TV
1876,Taiho Shichau zo,7.45,OVA
1877,Tales of Symphonia The Animation: Tethe'alla-hen,7.45,OVA
1878,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,7.45,OVA
1879,The iDOLM@STER: 765 Pro to Iu Monogatari,7.45,Special
1880,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,7.45,OVA
1881,Yuru Camp△ Season 2 Specials,7.45,Special
1882,Angel Beats! Another Epilogue,7.45,Special
1883,Bakuten!! Movie,7.45,Movie
1884,Chio-chan no Tsuugakuro,7.45,TV
1885,Chou Denji Machine Voltes V,7.45,TV
1886,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,7.45,Special
1887,Digimon Adventure tri. 2: Ketsui,7.45,Movie
1888,Futari-bun no Shoumei,7.45,ONA
1889,Gabriel DropOut,7.45,TV
1890,Haha wo Tazunete Sanzenri,7.45,TV
1891,Hetalia World Series,7.45,ONA
1892,Hetalia World Series Specials,7.45,Special
1893,Hidamari Sketch,7.45,TV
1894,Hokuto no Ken: Raoh Gaiden Junai-hen,7.45,Movie
1895,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,7.45,ONA
1896,JoJo no Kimyou na Bouken,7.45,OVA
1897,Joshiraku,7.45,TV
1898,Kamichu! Specials,7.45,Special
1899,Aishiteruze Baby★★,7.44,TV
1900,Ajin Part 1: Shoudou,7.44,Movie
1901,Captain Tsubasa: Road to 2002,7.44,TV
1902,Chouyaku Hyakuninisshu: Uta Koi.,7.44,TV
1903,City Hunter Movie: Shinjuku Private Eyes,7.44,Movie
1904,Days: Touin Gakuen-sen!,7.44,OVA
1905,Digimon Adventure tri. 1: Saikai,7.44,Movie
1906,Doraemon Movie 28: Nobita to Midori no Kyojin Den,7.44,Movie
1907,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,7.44,Movie
1908,Fanren Xiu Xian Chuan,7.44,ONA
1909,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,7.44,TV
1910,Haiyore! Nyaruko-san F,7.44,OVA
1911,Jewelpet Twinkle☆,7.44,TV
1912,Junjou Romantica Special,7.44,Special
1913,K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,7.44,Movie
1914,Kengan Ashura,7.44,ONA
1915,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,7.44,Special
1916,Koi wa Sekai Seifuku no Ato de,7.44,TV
1917,Mahou Shoujo Lyrical Nanoha: Reflection,7.44,Movie
1918,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,7.44,Movie
1919,Marmalade Boy,7.44,TV
1920,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,7.44,TV
1921,Puchi Pri*Yucie,7.44,TV
1922,Rakudai Kishi no Cavalry,7.44,TV
1923,Samurai 7,7.44,TV
1924,Senki Zesshou Symphogear GX,7.44,TV
1925,Simoun,7.44,TV
1926,Soredemo Machi wa Mawatteiru,7.44,TV
1927,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,7.44,Movie
1928,To LOVE-Ru Darkness 2nd,7.44,TV
1929,Tonari no Seki-kun Specials,7.44,Special
1930,Toradora! Recap,7.44,OVA
1931,Toshokan Sensou,7.44,TV
1932,Tsugu Tsugumomo,7.44,TV
1933,Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,7.45,OVA
1934,Yoru no Kuni,7.44,ONA
1935,Youjo Senki: Sabaku no Pasta Daisakusen,7.44,ONA
1936,Yu☆Gi☆Oh! 5D's,7.44,TV
1937,Zero no Tsukaima F,7.44,TV
1938,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, nanode",7.43,Special
1939,Tegamibachi: Hikari to Ao no Gensou Yawa,7.43,Special
1940,Tenshi na Konamaiki,7.43,TV
1941,Tiger & Bunny 2,7.43,ONA
1942,To LOVE-Ru Darkness,7.43,TV
1943,Tokyo Ravens,7.43,TV
1944,Toradora!: Bentou no Gokui,7.43,Special
1945,Urusei Yatsura (2022),7.43,TV
1946,3-nen Z-gumi Ginpachi-sensei Announcement Special,7.43,Special
1947,Ansatsu Kyoushitsu: Deai no Jikan,7.43,Special
1948,Bleach Movie 1: Memories of Nobody,7.43,Movie
1949,Darker than Black: Ryuusei no Gemini,7.43,TV
1950,Detective Conan Movie 11: Jolly Roger in the Deep Azure,7.43,Movie
1951,Dragon Ball Super,7.43,TV
1952,Edens Zero 2nd Season,7.43,TV
1953,Future GPX Cyber Formula,7.43,TV
1954,Genshiken Nidaime,7.43,TV
1955,Ginga Hyouryuu Vifam,7.43,TV
1956,Gokudou-kun Manyuuki,7.43,TV
1957,Hakuouki: Reimeiroku,7.43,TV
1958,Ishuzoku Reviewers,7.43,TV
1959,K,7.43,TV
1960,Kingyo Chuuihou!,7.43,TV
1961,"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",7.43,OVA
1962,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,7.43,Movie
1963,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,7.43,Movie
1964,Koukaku Kidoutai: Shin Movie,7.43,Movie
1965,Kyuuketsuki Sugu Shinu 2,7.43,TV
1966,Magical★Taruruuto-kun,7.43,TV
1967,Mardock Scramble: The First Compression,7.43,Movie
1968,Mugen no Ryvius,7.43,TV
1969,Nodame Cantabile OVA,7.43,OVA
1970,Ojamajo Doremi Sharp,7.43,TV
1971,Omoide Poroporo,7.43,Movie
1972,Oshi ga Budoukan Ittekuretara Shinu,7.43,TV
1973,Otome Youkai Zakuro,7.43,TV
1974,Paniponi Dash!,7.43,TV
1975,Shingeki no Bahamut: Virgin Soul,7.43,TV
1976,Shonan Junai Gumi!,7.43,OVA
1977,Super Cub,7.43,TV
1978,Kiniro no Corda: Primo Passo,7.42,TV
1979,Mai-HiME,7.42,TV
1980,Mama wa Shougaku 4 Nensei,7.42,TV
1981,Mieruko-chan,7.42,TV
1982,Mirai Nikki (TV),7.42,TV
1983,Mugen no Juunin: Immortal,7.42,ONA
1984,Naruto: Shippuuden Movie 4 - The Lost Tower,7.42,Movie
1985,Piano no Mori (TV) 2nd Season,7.42,TV
1986,Pokemon Evolutions,7.42,ONA
1987,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.42,TV
1988,Senyuu. 2,7.42,TV
1989,SSSS.Dynazenon,7.42,TV
1990,Steins;Gate: Soumei Eichi no Cognitive Computing,7.42,ONA
1991,Tales of Symphonia The Animation: Sekai Tougou-hen,7.42,OVA
1992,Tenchi Muyou!,7.42,TV
1993,Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,7.42,Movie
1994,Tetsuwan Birdy Decode,7.42,TV
1995,Tian Bao Fuyao Lu,7.42,ONA
1996,Time Travel Tondekeman!,7.42,TV
1997,Toaru Majutsu no Index Movie: Endymion no Kiseki,7.42,Movie
1998,Tobe! Isami,7.42,TV
1999,Towa no Quon 3: Mugen no Renza,7.42,Movie
2000,Uchuusen Sagittarius,7.42,TV
2001,Urusei Yatsura Movie 5: Kanketsu-hen,7.42,Movie
2002,Yowamushi Pedal: Re:Road,7.42,Movie
2003,Ano Natsu de Matteru,7.42,TV
2004,Aoki Densetsu Shoot!,7.42,TV
2005,Biao Ren: Blades of the Guardians,7.42,ONA
2006,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.42,Movie
2007,Brave Story,7.42,Movie
2008,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,7.42,Movie
2009,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,7.42,Special
2010,Fanren Xiu Xian Chuan 2nd Season,7.42,ONA
2011,Fukigen na Mononokean,7.42,TV
2012,Goblin Slayer,7.42,TV
2013,Guilty Crown,7.42,TV
2014,Hetalia: The Beautiful World,7.42,ONA
2015,High School DxD BorN,7.42,TV
2016,High School DxD BorN: Yomigaeranai Fushichou,7.42,OVA
2017,Houkago Teibou Nisshi,7.42,TV
2018,Huyao Xiao Hongniang: Beishan Yaodi,7.42,ONA
2019,Idoly Pride,7.42,TV
2020,Ikoku Meiro no Croisée The Animation,7.42,TV
2021,Initial D Battle Stage 3,7.42,OVA
2022,Itazura na Kiss,7.42,TV
2023,Kagami no Kojou,7.42,Movie
2024,Bai She: Yuan Qi,7.41,Movie
2025,Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,7.41,Special
2026,Bokutachi no Remake,7.41,TV
2027,Cider no You ni Kotoba ga Wakiagaru,7.41,Movie
2028,City Hunter: The Secret Service,7.41,Special
2029,COLORs,7.41,ONA
2030,Cowboy Bebop: Yose Atsume Blues,7.41,Special
2031,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,7.41,Movie
2032,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,7.41,OVA
2033,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,7.41,Movie
2034,Gangsta.,7.41,TV
2035,Gantz:O,7.41,Movie
2036,Gokusen,7.41,TV
2037,Higurashi no Naku Koro ni Rei,7.41,OVA
2038,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,7.41,Movie
2039,K: Seven Stories Movie 1 - R:B - Blaze,7.41,Movie
2040,Kuroshitsuji II Specials,7.41,Special
2041,Kyou kara Maou! R,7.41,OVA
2042,Level E,7.41,TV
2043,Love Live! School Idol Project,7.41,TV
2044,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.41,OVA
2045,Mahou Shoujo Lyrical Nanoha,7.41,TV
2046,Mahouka Koukou no Rettousei,7.41,TV
2047,Mitsuboshi Colors,7.41,TV
2048,Nanatsu no Umi no Tico,7.41,TV
2049,NieR:Automata Ver1.1a,7.41,TV
2050,Pokemon XY: Mega Evolution,7.41,Special
2051,Pretty Rhythm: Aurora Dream,7.41,TV
2052,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.41,Movie
2053,Rozen Maiden,7.41,TV
2054,Saki Zenkoku-hen,7.41,TV
2055,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,7.41,Special
2056,Shinreigari,7.41,TV
2057,Shinryaku! Ika Musume,7.41,TV
2058,Shugo Chara!! Doki,7.41,TV
2059,Suki tte Ii na yo.,7.41,TV
2060,Taiyou no Kiba Dagram,7.41,TV
2061,Tanaka-kun wa Itsumo Kedaruge Specials,7.41,Special
2062,Tenchi Muyou! in Love,7.41,Movie
2063,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.41,Movie
2064,Tropical-Rouge! Precure,7.41,TV
2065,WWW.Working!!,7.41,TV
2066,Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,7.41,OVA
2067,Yaoguai Mingdan 2nd Season,7.41,ONA
2068,Zero no Tsukaima: Futatsuki no Kishi,7.41,TV
2069,Tamako Market,7.40,TV
2070,"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",7.40,Special
2071,Wanmei Shijie,7.40,ONA
2072,X,7.40,TV
2073,Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.40,Special
2074,Ajin,7.40,TV
2075,Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.40,Movie
2076,Boruto: Naruto the Movie,7.40,Movie
2077,Captain Tsubasa (2018),7.40,TV
2078,Chobits,7.40,TV
2079,Detective Conan OVA 11: A Secret Order from London,7.40,OVA
2080,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",7.40,Movie
2081,Dragon Ball Z Movie 14: Kami to Kami,7.40,Movie
2082,Future GPX Cyber Formula Sin,7.40,OVA
2083,Future GPX Cyber Formula Zero,7.40,OVA
2084,Gallery Fake,7.40,TV
2085,Genji Tsuushin Agedama,7.40,TV
2086,Hakuouki OVA,7.40,OVA
2087,Hal,7.40,Movie
2088,Initial D Extra Stage 2,7.40,OVA
2089,Jashin-chan Dropkick X,7.40,TV
2090,Kingsglaive: Final Fantasy XV,7.40,Movie
2091,Majimoji Rurumo: Kanketsu-hen,7.40,OVA
2092,Mardock Scramble: The Third Exhaust,7.40,Movie
2093,Medaka Box Abnormal,7.40,TV
2094,"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",7.40,OVA
2095,Nichijou: Nichijou no 0-wa,7.40,OVA
2096,Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,7.40,ONA
2097,Psycho-Pass 2,7.40,TV
2098,Sakigake!! Otokojuku,7.40,TV
2099,Salaryman Kintarou,7.40,TV
2100,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,7.40,Special
2101,Shark'd,7.40,ONA
2102,Shugo Chara!,7.40,TV
2103,Kemono Jihen,7.39,TV
2104,Love Live! Sunshine!!,7.39,TV
2105,Major 2nd,7.39,TV
2106,Minami-ke Omatase,7.39,OVA
2107,One Punch Man 2nd Season Specials,7.39,Special
2108,Pokemon Black and White 2: Introduction Movie,7.39,ONA
2109,RahXephon,7.39,TV
2110,Sakura Quest,7.39,TV
2111,Tensai Ouji no Akaji Kokka Saisei Jutsu,7.39,TV
2112,Tonari no Seki-kun OVA,7.39,OVA
2113,Vandread: The Second Stage,7.39,TV
2114,Whistle!,7.39,TV
2115,Xian Wang de Richang Shenghuo 2,7.39,ONA
2116,Xingchen Bian,7.39,ONA
2117,Yoake Tsugeru Lu no Uta,7.39,Movie
2118,Yokohama Kaidashi Kikou,7.39,OVA
2119,Yuusha Keisatsu J-Decker,7.39,TV
2120,Aldnoah.Zero,7.39,TV
2121,Amagami SS+ Plus,7.39,TV
2122,Ayakashi: Japanese Classic Horror,7.39,TV
2123,Boku no Hero Academia 5th Season,7.39,TV
2124,Cross Ange: Tenshi to Ryuu no Rondo,7.39,TV
2125,Fresh Precure!,7.39,TV
2126,Grimm Meisaku Gekijou,7.39,TV
2127,Gunslinger Girl,7.39,TV
2128,Hakkenden: Touhou Hakken Ibun,7.39,TV
2129,Hokuto no Ken: Toki-den,7.39,OVA
2130,Hori-san to Miyamura-kun,7.39,OVA
2131,Ie Naki Ko Remy Specials,7.39,Special
2132,Isekai Quartet,7.39,TV
2133,Isekai Shokudou,7.39,TV
2134,Ai no Wakakusa Monogatari,7.38,TV
2135,Baby I Love You Daze,7.38,ONA
2136,Bai She II: Qing She Jie Qi,7.38,Movie
2137,Bishoujo Senshi Sailor Moon SuperS Specials,7.38,Special
2138,D4DJ All Mix,7.38,TV
2139,Dakaretai Otoko 1-i ni Odosarete Imasu.,7.38,TV
2140,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,7.38,TV
2141,Fate/stay night Movie: Unlimited Blade Works,7.38,Movie
2142,Freedom,7.38,OVA
2143,Full Metal Panic! The Second Raid Episode 00,7.38,Special
2144,"Goodbye, Don Glees!",7.38,Movie
2145,Heisei Inu Monogatari Bow,7.38,TV
2146,Huyao Xiao Hongniang: Qian Yan,7.38,ONA
2147,Idol Land PriPara,7.38,ONA
2148,Inu x Boku SS,7.38,TV
2149,Joshiraku OVA,7.38,OVA
2150,Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,7.38,OVA
2151,Kimi wo Aishita Hitori no Boku e,7.38,Movie
2152,Kiznaiver,7.38,TV
2153,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,7.38,TV
2154,Love Stage!!: Chotto ja Nakutte,7.38,OVA
2155,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.38,TV
2156,Mikakunin de Shinkoukei,7.38,TV
2157,Noblesse: Awakening,7.38,ONA
2158,Oda Nobuna no Yabou,7.38,TV
2159,Osomatsu-san Special,7.38,Special
2160,Pokemon XY,7.38,TV
2161,Scrapped Princess,7.38,TV
2162,Senryuu Shoujo,7.38,TV
2163,Shin Kidou Senki Gundam Wing: Operation Meteor,7.38,OVA
2164,Sketchbook: Full Color's,7.38,TV
2165,Slayers Evolution-R,7.38,TV
2166,Sunabouzu,7.38,TV
2167,Taiho Shichau zo: Second Season,7.38,TV
2168,Taishou Yakyuu Musume.,7.38,TV
2169,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,7.38,Movie
2170,Yama no Susume: Omoide Present,7.38,OVA
2171,Yi Ren Zhi Xia 2,7.38,ONA
2172,Yowamushi Pedal: Limit Break,7.38,TV
2173,Yozakura Quartet: Hoshi no Umi,7.38,OVA
2174,Yuuki Yuuna wa Yuusha de Aru,7.38,TV
2175,Taiho Shichau zo The Movie,7.37,Movie
2176,Tonikaku Kawaii: Kaisou,7.37,Special
2177,Tottemo! Luckyman,7.37,TV
2178,Uchuu no Stellvia,7.37,TV
2179,Waga Seishun no Arcadia: Mugen Kidou SSX,7.37,TV
2180,Alps no Shoujo Heidi,7.37,TV
2181,Bishoujo Senshi Sailor Moon Memorial,7.37,OVA
2182,City Hunter: Ai to Shukumei no Magnum,7.37,Movie
2183,Comic Girls,7.37,TV
2184,Deca-Dence,7.37,TV
2185,Doraemon,7.37,TV
2186,Doraemon Movie 15: Nobita to Mugen Sankenshi,7.37,Movie
2187,Fairy Tail Movie 1: Houou no Miko,7.37,Movie
2188,Futatsu no Spica,7.37,TV
2189,Hakata Tonkotsu Ramens,7.37,TV
2190,Hakuouki,7.37,TV
2191,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.37,Movie
2192,Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,7.37,Movie
2193,Karas,7.37,OVA
2194,Kekkai Sensen: Ousama no Restaurant no Ousama,7.37,OVA
2195,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,7.37,Movie
2196,Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,7.37,Special
2197,Kore wa Zombie desu ka? OVA,7.37,OVA
2198,Legendz: Yomigaeru Ryuuou Densetsu,7.37,TV
2199,Lupin Zero,7.37,ONA
2200,Meitantei Holmes,7.37,TV
2201,Minami-ke Natsuyasumi,7.37,OVA
2202,Naruto x UT,7.37,OVA
2203,Natsume Yuujinchou: Hitoyoshi Kuma de no Yasashii Jikan,7.37,ONA
2204,Oruchuban Ebichu,7.37,TV
2205,Osomatsu-san 3rd Season,7.37,TV
2206,Pokemon,7.37,TV
2207,Prison School: Mad Wax,7.37,OVA
2208,Ryman's Club,7.37,TV
2209,Saber Marionette J,7.37,TV
2210,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,7.37,Special
2211,Saiyuuki Reload,7.37,TV
2212,Saiyuuki Reload Gunlock,7.37,TV
2213,Shakugan no Shana Movie,7.37,Movie
2214,Shigurui,7.37,TV
2215,Shin Getter Robo,7.37,OVA
2216,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",7.37,Movie
2217,Soukyuu no Fafner: Dead Aggressor - Exodus,7.37,TV
2218,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,7.37,Movie
2219,Soukyuu no Fafner: Dead Aggressor - Right of Left,7.37,Special
2220,Super GALS! Kotobuki Ran,7.37,TV
2221,Kimagure Orange☆Road OVA,7.36,OVA
2222,Lodoss-tou Senki,7.36,OVA
2223,Majokko Shimai no Yoyo to Nene,7.36,Movie
2224,Mini Dragon,7.36,ONA
2225,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.36,Special
2226,Nisekoi OVA,7.36,OVA
2227,Otona Joshi no Anime Time,7.36,Special
2228,Plawres Sanshirou,7.36,TV
2229,Quanzhi Fashi III,7.36,ONA
2230,Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.36,TV
2231,Ryuu no Haisha,7.36,Special
2232,s.CRY.ed,7.36,TV
2233,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",7.36,TV
2234,Seto no Hanayome OVA Specials,7.36,Special
2235,Sora no Otoshimono: Project Pink,7.36,OVA
2236,Tales of Zestiria: Doushi no Yoake,7.36,Special
2237,Tennis no Ouji-sama: Sonzoku Yama no Hi,7.36,OVA
2238,Tiger & Bunny Movie 1: The Beginning,7.36,Movie
2239,Toaru Majutsu no Index,7.36,TV
2240,Yomigaeru Sora: Rescue Wings,7.36,TV
2241,Yowamushi Pedal: Re:Ride,7.36,Movie
2242,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.36,TV
2243,Yuyushiki,7.36,TV
2244,Zoids,7.36,TV
2245,Afro Samurai,7.36,TV
2246,Aikatsu Stars! Movie,7.36,Movie
2247,Aishang Ta de Liyou,7.36,ONA
2248,Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,7.36,OVA
2249,Boku no Hero Academia the Movie 1: Futari no Hero Specials,7.36,Special
2250,Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,7.36,OVA
2251,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,7.36,Special
2252,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,7.36,OVA
2253,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,7.36,Movie
2254,Fushigiboshi no☆Futagohime,7.36,TV
2255,Handa-kun,7.36,TV
2256,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,7.36,Special
2257,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,7.36,OVA
2258,Hiyoko no Basket Movie: Last Game 0401,7.36,ONA
2259,Isekai Quartet 2,7.36,TV
2260,Kamichu!,7.36,TV
2261,AKB0048,7.35,TV
2262,Ao no Exorcist: Kyoto Fujouou-hen,7.35,TV
2263,Aoki Hagane no Arpeggio: Ars Nova,7.35,TV
2264,BNA,7.35,TV
2265,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,7.35,TV
2266,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,7.35,Movie
2267,Cosmic Baton Girl Comet-san☆,7.35,TV
2268,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,7.35,Movie
2269,Flanders no Inu,7.35,TV
2270,Garo: Honoo no Kokuin,7.35,TV
2271,Ginga Tetsudou no Yoru,7.35,Movie
2272,Gunsmith Cats,7.35,OVA
2273,Hataraku Saibou!!,7.35,TV
2274,Honoo no Toukyuuji: Dodge Danpei,7.35,TV
2275,Hyouka: Motsubeki Mono wa,7.35,OVA
2276,Jibaku-kun,7.35,TV
2277,Kaginado Season 2,7.35,TV
2278,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,7.35,Special
2279,Karakuri Zoushi Ayatsuri Sakon,7.35,TV
2280,Kemonozume,7.35,TV
2281,Kore wa Zombie desu ka?,7.35,TV
2282,Kyokou Suiri Season 2,7.35,TV
2283,Nami yo Kiitekure,7.35,TV
2284,Net-juu no Susume Special,7.35,Special
2285,NG Knight Ramune & 40,7.35,TV
2286,Nisekoi:,7.35,TV
2287,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,7.35,Special
2288,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,7.35,Movie
2289,Re:␣Hamatora,7.35,TV
2290,Sabage-bu!,7.35,TV
